,latitude,longitude,per_sq_ft,sqft,geometry,LSOA11CD,population,IMD19,park_distance,tube_station_distance,bus_stop_distance,stops&stations_within_1km,ors_isochrone_area,is_in_regent_street,log_per_sq_ft,log_sqft,log_population,log_park_distance,log_tube_station_distance,log_bus_stop_distance
42,51.51851,-0.01804,20.22,3766.0,POINT (-0.01804 51.51851),E01004242,25608.11,9768,32.99,460.2733286745735,227.10184285458985,77,16044900.660661466,0,3.006672213592325,8.233768709217097,10.150664377173118,3.5260663637080247,6.131813273813276,5.425390449111513
43,51.526054,-0.066904,36.0,3750.0,POINT (-0.066904 51.526054),E01004313,26350.36,11032,29.25,803.3112584594712,89.57707151340549,81,18917526.15123735,0,3.58351893845611,8.229511118964457,10.17923721611527,3.4094961844768505,6.688740691751605,4.495132080779154
44,51.506166,0.076008,24.81,3723.0,POINT (0.076008 51.506166),E01003482,1839.55,9464,12.41,435.4606479878525,335.9881870185113,33,8712711.75619198,0,3.21124679770371,8.222285073872717,7.51727625547469,2.596000697293587,6.076402943624172,5.817081397615548
45,51.586926,-0.079954,29.59,3693.0,POINT (-0.079954 51.586926),E01002070,16312.54,10051,80.61,650.1376625023603,178.3297444121271,99,15456089.465450393,0,3.3874364664121184,8.214194414852564,9.699689416169322,4.401951803481151,6.477187724313131,5.183635766464422
46,51.46974,-0.141379,15.0,3666.0,POINT (-0.141379 51.46974),E01003034,14289.45,15690,70.69,915.2453876011198,74.4020957111001,61,17919938.517069325,0,2.70805020110221,8.20685642839965,9.567276781729749,4.272351267864781,6.819197252000346,4.309455941839047
47,51.493153,-0.007573,18.52,3644.0,POINT (-0.007573 51.493153),E01004216,20859.38,19837,21.43,564.5653312220089,121.56947868457736,48,10293646.60126761,0,2.918851229218033,8.200837258379849,9.945559006157161,3.110399348532117,6.336064379444871,4.8004902285677025
48,51.582506,-0.018878,15.82,3634.0,POINT (-0.018878 51.582506),E01004443,17115.09,7369,140.06,2452.996297840311,68.11508893700905,71,18127877.609089233,0,2.761274962339508,8.198089248956116,9.747715809495595,4.949185331780033,7.8050670442584895,4.221270855794487
49,51.48731,-0.09735,20.22,3610.0,POINT (-0.09735 51.48731),E01003994,13265.16,5652,198.89,607.2054077022025,98.66895178067192,86,18477995.61289392,0,3.006672213592325,8.191463051326927,9.492896328315908,5.297767215242556,6.408874694984015,4.591780948869076
50,51.588795,-0.109504,20.05,3578.0,POINT (-0.109504 51.588795),E01002003,11838.67,5261,152.61,484.4491771702578,177.84569264297534,63,18919329.82240761,0,2.998229153752578,8.182559264068665,9.379126571047307,5.0344169227610545,6.1830142268310135,5.180940498394464
51,51.522303,-0.08653,29.5,3569.0,POINT (-0.08653 51.522303),E01002704,7350.04,12549,95.18,405.0030815507674,98.32377672375414,145,19907495.954232667,0,3.3843902633457743,8.18004072349016,8.902461034368944,4.566221435849517,6.003887067106539,4.58822746525778
52,51.58306,-0.199908,21.11,3553.0,POINT (-0.199908 51.58306),E01000211,7724.29,19377,301.68,1268.9521510175484,140.22654749411453,78,17953016.982841987,0,3.0497468618602293,8.175547596021026,8.952125188156906,5.7126761418263206,7.145945065834913,4.943283931738559
53,51.48699,-0.12228,31.73,3530.0,POINT (-0.12228 51.48699),E01003109,10172.62,9248,21.21,191.4475877664359,101.24220209605494,105,18113160.857882626,0,3.4572626055951043,8.169053149927343,9.227455076316465,3.100542637906336,5.254626677923303,4.617493935676923
54,51.630999,-5.2e-05,28.43,3517.0,POINT (-0.000052 51.630999),E01004358,7809.98,12717,26.67,3394.669273375468,87.38181193839301,35,19029245.60898014,0,3.3474449256629084,8.165363632473982,8.96315768201099,3.3203487937988347,8.129961833501094,4.47026642352329
55,51.508216,-0.009207,17.12,3505.0,POINT (-0.009207 51.508216),E01004219,14310.78,6380,96.62,159.24268437929734,114.01131325611544,90,14167894.998681508,0,2.840247370713596,8.16194579946869,9.568768378402552,4.5810823904590015,5.070412498132116,4.736286163845628
56,51.50567,-0.08736,42.86,3500.0,POINT (-0.08736 51.50567),E01004027,5363.89,14772,115.46,103.37036958733572,25.228010701210238,138,19833749.842440177,0,3.7579389900454307,8.160518247477505,8.587444737107031,4.757547866408974,4.638314784580394,3.2280337626529665
57,51.50567,-0.08736,42.86,3500.0,POINT (-0.08736 51.50567),E01004027,5363.89,14772,115.46,103.37036958733572,25.228010701210238,138,19833749.842440177,0,3.7579389900454307,8.160518247477505,8.587444737107031,4.757547866408974,4.638314784580394,3.2280337626529665
58,51.50567,-0.08736,42.86,3500.0,POINT (-0.08736 51.50567),E01004027,5363.89,14772,115.46,103.37036958733572,25.228010701210238,138,19833749.842440177,0,3.7579389900454307,8.160518247477505,8.587444737107031,4.757547866408974,4.638314784580394,3.2280337626529665
59,51.518246,-0.127816,70.57,1163.0,POINT (-0.127816 51.518246),E01000855,5655.02,19276,184.43,269.7533200668695,111.37519452860386,105,19533187.176836815,1,4.256605125012738,7.0587581525186645,8.64029892523716,5.222677452339291,5.597495604138244,4.7129477781615225
